links,content
https://doj.gov.in/access-to-justice-for-the-marginalized/,"Last updated: 04-08-2023

Article 39A of the Constitution of India provides for free legal aid to the poor and weaker sections of the society and ensures justice for all. Articles 14 and 22(1) of the Constitution also make it obligatory for the State to ensure equality before law and a legal system which promotes justice on the basis of equal opportunity to all. In the year
1987, the Legal Services Authorities Act was enacted by the Parliament which came into force on 9th November, 1995 to establish a nationwide uniform network for providing free and competent legal services to the weaker sections of the society on the basis of equal opportunity. The National Legal Services Authority (NALSA) has been constituted under the Legal Services Authorities Act, 1987 to monitor and evaluate implementation of legal aid programmes and to lay down policies and principles for making legal services available under the Act.
In every State, a State Legal Services Authority and in every High Court, a High Court Legal Services Committee have been constituted. District Legal Services Authorities, Taluk Legal Services Committees have been constituted in the Districts and most of the Taluks to give effect to the policies and directions of the NALSA and to provide free legal services to the people and conduct Lok Adalats in the State.
Supreme Court Legal Services Committee has been constituted to administer and implement the legal services programme insofar as it relates to the Supreme Court of India.
NALSA lays down policies, principles, guidelines and frames effective and economical schemes for the State Legal Services Authorities to implement the Legal Services Programmes throughout the country.
Primarily, the State Legal Services Authorities, District Legal Services Authorities, Taluk Legal Services Committees, etc. have been asked to discharge the following main functions on regular basis:
The Free Legal Services include:-
Lok Adalat is one of the Alternative Disputes Resolution Mechanisms. It is a forum where the disputes/cases pending in the court of law or at pre-litigation stage are settled/compromised amicably. The Lok Adalat has been given statutory status under the Legal Services Authorities Act, 1987. Under this Act, an award made by a Lok Adalat is deemed to be a decree of a civil court and is final and binding on all parties and no appeal lies against thereto before any court.
As a part of the preventive and strategic legal aid, NALSA through the State Legal Services Authorities, conduct legal literacy programmes. In some States, Legal Literacy Programmes are conducted every year in schools and colleges and also for empowerment of women in a routine manner, besides the rural legal literacy camps.
 
 
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024National Legal Services Authority (NALSA)
Functioning of NALSA
i. FREE LEGAL SERVICES
Persons eligible for getting free legal services includes:-
ii. LOK ADALATS
iii. LEGAL AWARENESS PROGRAMMES
iv. DETAILS OF GRANT-IN-AID RELEASED TO NATIONAL LEGAL SERVICES AUTHORITY (NALSA):"
https://nalsa.gov.in//,"Information about State / District Legal Services Authorities and Taluka Legal Services Committees
Hon'ble Dr. Justice D.Y. Chandrachud
Chief Justice of India
Hon'ble Mr. Justice Sanjiv Khanna
Executive Chairman
About NALSA
Introduction
The National Legal Services Authority (NALSA) has been constituted under the Legal Services Authorities Act, 1987 to provide free Legal Services to the weaker sections of the society and to organize Lok Adalats for amicable settlement of disputes.
Hon’ble  Dr. Justice D. Y. Chandrachud, The Chief Justice of India is the Patron-in-Chief. NALSA is housed at Supreme Court of India, Tilak Marg, New Delhi, Delhi(110001). The NALSA Centre for Citizen Services is set up at Jaisalmer House,Man Singh Road, New Delhi-110011. It is working during office hours on all working days.
In every State, State Legal Services Authority has been constituted to give effect to the policies and directions of the NALSA and to give free legal services to the people and conduct Lok Adalats in the State.  The State Legal Services Authority is headed by Hon’ble the Chief Justice of the respective High Court who is the Patron-in-Chief of the State Legal Services Authority.A Seniormost Judge of High Court is nominated as Executive Chairman, SLSA. 
In every District, District Legal Services Authority has been constituted to implement Legal Services Programmes in the District. The District Legal Services Authority is situated in the District Courts Complex in e...
of NALSA
Mr. Bharat Parashar
Ms. Shreya AroraMehta
Ms. Harshita Mishra
Websites of State Legal Services AuthoritiesPatron-in-Chief
Executive Chairman
About NALSA
OFFICERS
Member Secretary, I/C
OSD  I
OSD II
Legal Assistance
Workforce
SLSA"
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2023/08/2023080413.pdf,
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/about-hamara-samvidhan-hamara-samman/,"Last updated: 15-02-2024
To commemorate the momentous occasion of India’s 75th year as a Republic, the Department of Justice proudly inaugurates the pan-India year-long campaign, ‘Hamara Samvidhan Hamara Samman’. This initiative is more than just a commemoration; it’s a resounding call to action for every citizen to actively contribute to shaping the vision of Viksit Bharat by 2047.
At its core, the campaign serves as a dynamic platform aimed at empowering citizens with essential knowledge about their legal rights and responsibilities. By fostering a culture of legal compliance and reinforcing the rule of law, we aim to strengthen the fabric of our nation.
Participating in this campaign signifies a commitment to transcend individual interests and unite in the collective endeavor to build a nation founded on the principles of progress, inclusivity, and sustainable development.
Throughout the campaign, a plethora of activities and events will be organized both online and offline to raise awareness about rights, duties, and entitlements. These endeavors will be guided by three overarching sub-themes:
Together, let us embark on this transformative journey towards a brighter, more just future for our beloved nation.
or
 
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024About Hamara Samvidhan Hamara Samman"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/overview/,"Last updated:15-02-2024
About Programme:
The Panch Pran Pledge is a solemn commitment inspired by the vision articulated by Hon’ble Prime Minister of India from the Red Fort. It encapsulates the aspirations for a developed India, the eradication of a servile mentality, pride in our traditions, dedication to unity and integrity, and the awakening of a sense of duty in every citizen.
Timeline: Entire Year (January 2024 – January 2025)
Participants: All Citizens
Methodology: All Citizens can visit the activity page in MyGov Platform and recite the pledge to generate e-certificates. In addition, each VLE, spanning 2.5 Lakh Gram Panchayats, will recite the Panch Pran Pledge. They will then encourage a minimum of 200 citizens visiting the CSC to read the Pledge before availing any services. The Pledge will be available in digital format and may be posted within CSC premises. QR codes linking to the MyGov Platform campaign page will be displayed in CSCs and shared on social media and WhatsApp groups of CSC functionaries. Brochures and pamphlets will also be distributed.
Expected Outcome: The Panch Pran Pledge will permeate to the village level, raising awareness among citizens across 2.5 Lakh Gram Panchayats. It will serve as a medium to involve individuals in the nation-building process, rekindling the spirit of patriotism and fostering a sense of responsibility among citizens. Additionally, the Pledge will be translated into 22 Scheduled Languages through CSCs, ensuring broader accessibility and inclusivity.
About Programme:
Nyay Sahayaks are community-based messengers tasked with generating door-to-door awareness on legal services and solutions offered by the Department of Justice (DoJ) in Aspirational Blocks & Districts. Currently, 460 Nyaya Sahayaks, engaged by CSC, are spearheading this initiative.
Timeline: Entire Year (January 2024 – January 2025), with a pilot phase from January 2024 to March 2025.
Participants: Citizens of Aspirational Districts & Blocks as identified by NITI Aayog.
Methodology: Nyay Sahayaks will be assigned unique IDs for referral purposes, utilized during citizen transactions within the performance dashboard. Incentives for Nyaya Sahayaks are performance-linked. The aim is to introduce a technological enabler with human support at the block level, acting as a bridge for doorstep delivery of legal services and encouraging local participation.
Expected Outcome:
About Programme:
Nyay Seva Mela is a State-level workshop cum Mela organized across 36 States/UTs. The components of the Mela include:
Participation of DLSA/SLSA/State Law Departments/Legal Aid Clinics of Law Schools.
Release of State booklets highlighting dedicated State schemes, activities of DoJ, and beneficiary case stories under the Tele Law program.
Felicitation of grassroots functionaries.
Visits from VIPs/VVIPs.
Timeline: Entire Year (January 2024 – January 2025)
Participants: Citizens of India.
Expected Outcome: The Nyaya Seva Mela aims to deliver citizen-centric services and raise awareness about the welfare schemes and programs of the Department of Justice. It seeks to enhance citizen awareness regarding DoJ initiatives.
or
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Sabko Nyay- Har Ghar Nyaya – Overview
Sabko Nyay: Panch Pran Pledge
Nyay Sahayak: Community-based Legal Messengers
Nyay Seva Mela: State-Level Legal Services Fair"
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2024/02/20240216306471678-scaled.jpg,
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/nav-bharat-nav-sankalp-overview/,"Last updated: 15-02-2024
The Nav Bharat Nav Sankalp Campaign is an initiative aimed at raising awareness on the principles of Panch Pran and the Constitution among citizens, especially the youth, utilizing the MyGov platform. The campaign comprises four engaging activities:
About: Hosted on the MyGov platform, citizens can read and take the Panch Pran
Pledge: E-certificates will be rewarded upon taking the pledge.
Timeline: January 2024 to January 2025
Participants: Citizens of India, including DISHA Functionaries, Students, and Teachers of Pro Bono Clubs and Implementing Agencies of LLLAP.
Expected Outcome: Increased awareness and participation among citizens on the theme of Panch Pran.
About: Online quiz on the Constitution hosted on the MyGov platform. Participants will receive e-certificates
Timeline: January 2024 to March 2024
Participants: Citizens of India, including DISHA Functionaries, Students, and Teachers of Pro Bono Clubs and Implementing Agencies of LLLAP.
Expected Outcome: Increased awareness and participation among citizens on the Constitution.
About: Online poster competition on the theme of Panch Pran. Top entries will receive certificates, and winning posters will be published on Ministry of Law and Justice social media handles.
Timeline: January 2024 to January 2025
Participants: Citizens of India, including DISHA Functionaries, Students, and Teachers of Pro Bono Clubs and Implementing Agencies of LLLAP.
Expected Outcome: Increased awareness and participation among citizens. Best poster will be used for campaigning and for DoJ Calendar and IEC materials.
About: Selfie video competition and social media campaign focusing on Panch Pran. Participants can share videos talking about Panch Pran.
Timeline: January 2024 to January 2025
Participants: Citizens of India, including DISHA Functionaries, Students, and Teachers of Pro Bono Clubs and Implementing Agencies of LLLAP.
Expected Outcome: Increased awareness and participation among citizens on various themes of Panch Pran.
Join us in this exciting campaign to ignite a sense of pride and commitment towards our nation’s values and principles! Let’s together build a stronger, more informed citizenry for a brighter future.
or
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Nav Bharat Nav Sankalp- Overview
Sankalp Saaksharta:
Quiz-Samvidhan:
Panch Pran Rangostav:
Panch Pran Anubhav:"
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2024/02/20240216819284332-scaled.jpg,
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/vidhi-jagriti-abhiyan-overview/,"Last updated: 15-02-2024
In our pursuit of an inclusive republic, the Vidhi Jagriti Abhiyaan stands as a beacon of legal literacy and awareness. Organized by the Pan India Legal Literacy and Legal Awareness Programme in collaboration with partner agencies across project States, this initiative encompasses three transformative activities:
About Programme:
Timeline: January 2024 to January 2025
Participants: Villagers, Frontline Functionaries, Law students, and Teachers.
Expected Outcome: Reach out to 50,000 plus beneficiaries.
About Programme:
Timeline: January 2024 to January 2025
Participants: Villagers, Frontline Functionaries, Students, Teachers, Village Level Entrepreneurs, and various legal aid functionaries.
Expected Outcome: Reach out to 70,000 plus beneficiaries.
About Programme:
Timeline: February 2024 to January 2025
Participants: Villagers, Frontline Functionaries, Students, Teachers, Village Level Entrepreneurs, and legal aid functionaries.
Expected Outcome: Reach out to 70,000 plus beneficiaries
These initiatives are dedicated to fostering legal consciousness among diverse segments of society, empowering citizens with knowledge, and championing justice within our democratic framework. Together, let’s uphold the spirit of our constitution and honor our collective commitment to justice for all.
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Vidhi Jagriti Abhiyan – Overview
1. Gram Vidhi Chetna
2. Vanchit Varg Sammaan Abhiyaan
3. Nari Bhagidaari"
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2024/02/20240216199630495-scaled.jpg,
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/samvidhan-katta-about/,"Last updated: 04-09-2024
Samvidhan Katta: – A celebration of Indian constitution through Dialogue and Awareness. As India approaches its 75th Republic Day, the Department of Justice, Ministry of Law & Justice has launched a significant initiative “Samvidhan Katta”, a celebration of Indian constitution through Dialogue and Awareness under the banner of “Hamara Samvidhan, Hamara Samman.” This campaign, rooted in the very essence of our constitutional values, seeks to foster a deeper understanding and appreciation of the Indian Constitution among citizens. “Samvidhan Katta,” is designed to encourage dialogue and discussion about the Constitution, its principles, and its impact on the lives of the people of India.
“Samvidhan Katta” is a unique platform where individuals from all walks of life—students, scholars, legal professionals, and common citizens—come together to engage in meaningful conversations about the Constitution. The term “Katta,” as used by Hon’ble Chief Justice of India- Dr. D.Y Chandrachud in the 2nd regional event held at Bikaner, Rajasthan. It is often associated with informal gatherings in Marathi language. It represents a space for open dialogue, where ideas and opinions can be freely exchanged. The objective of these sessions is to demystify the Constitution, making it accessible to everyone, and to highlight its role as a living document that protects the rights and liberties of all citizens. The Indian Constitution is not just a legal document; it is a charter of liberty and justice, enshrining the values of equality, dignity, and non-discrimination.
The Department of Justice (DoJ) by this flagship event aims to push forward for the creation of Samvidhan Katta groups by providing resources, guides, and discussion materials. Whether it’s a small group of friends, a classroom, or a community center, any space can become a Samvidhan Katta.
Join the movement, initiate your own Samvidhan Katta, share your stories, and contribute to embedding constitutional values deeply into our society’s fabric
Indra Sawhney v. Union of India (1992): Commonly known as the Mandal Commission case, this landmark judgment upheld the reservation policy for Other Backward Classes (OBCs) in government jobs. The Supreme Court recognized that affirmative action is essential to address historical injustices faced by marginalized communities and to ensure their participation in public life, thereby reinforcing the constitutional mandate of equality.
Vishaka v. State of Rajasthan (1997): This case was a watershed moment in addressing gender discrimination and harassment in the workplace. The Supreme Court laid down guidelines, known as the Vishaka Guidelines, to prevent sexual harassment at the workplace, thereby protecting the dignity and safety of women. These guidelines were eventually codified into the Sexual Harassment of Women at Workplace (Prevention, Prohibition, and Redressal) Act, 2013.
Navtej Singh Johar v. Union of India (2018): This landmark judgment decriminalized consensual same-sex relations, striking down Section 377 of the Indian Penal Code. The Supreme Court affirmed the constitutional right to equality, dignity, and privacy, thereby providing a significant victory for the LGBTQ+ community and challenging societal norms of discrimination.
Indian Young Lawyers Association v. State of Kerala (2018): In this case, the Supreme Court ruled in favor of allowing women of all ages to enter the Sabarimala Temple, striking down a centuries-old custom that barred women of menstruating age from entering the temple. The judgment was a significant step towards gender equality and non-discrimination based on gender and biological factors.
 
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Samvidhan Katta – About
About
Significance
Cases which can be included as stories"
https://doj.gov.in/guidelines-for-submission/,"Last updated: 04-09-2024
The “Samvidhan Katta” initiative aims to encourage citizens to engage deeply with the Constitution of India by sharing their experiences and insights. Submissions should be thoughtful, well-researched, and based on real-life interactions or experiences joined in their informal gatherings, community west up etc while dealing with constitutional principles. Below is a structured outline to guide participants in preparing their submissions.
i. Title: A clear and concise title that reflects the content of the submission:
ii. Introduction -(150-200 words):
iii. Background and Context:
iv. Personal or Case Study Narrative:
v. Impact and Outcome:
vi. Analysis and Discussion (300-400 words):
vii. References (if applicable)
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Guidelines for Submission
1. Word Limit and Format
2. Submission Themes
3. Structure of Submission
4. Submission Guidelines
5. Evaluation Criteria
6. Awards and Recognition
Guidelines for the submissions under the “Samvidhan Katta” Initiative"
https://doj.gov.in/media/,"Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Media"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/national-event-overview/,"Last updated: 08-07-2024
The Department of Justice (DoJ) launched a year-long campaign, “HAMARA SAMVIDHAN HAMARA SAMMAN,” on 24th January 2024 to commemorate India’s 75th year as a Republic. The campaign aims to enhance awareness about the Constitution, sensitize citizens on Panch Pran principles, and educate them about their rights, duties, and entitlements.
Key themes of the campaign include Sabko Nyay-Har Ghar Nyaya, Nav Bharat Nav Sankalp, and Vidhi Jagriti Abhiyaan. The Sabko Nyaya -Har Gahr Nyaya sub-campaign aims to cover
2.5 lakh+ Gram Panchayats through Village level Entrepreneurs (VLEs) of Common Service Centers, encouraging citizens to read Panch Pran Pledge in regional languages. It also witnessed to organize citizen centric-service melas called “Jan Sewa Janta ke Dwar” and conduct workshop on legal services across States/ UTs. Nav Bharat Nav Sankalp involves citizens participating in online activities, such as reading Panch Pran Pledge, quiz on Constitution, poster-making, and reel-making competitions. Vidhi Jagriti Abhiyaan focuses on ensuring a steady flow of legal information to citizens through various modes, including law students empowering citizens through engaging activities.
The event also saw the release of the DISHA Achievement booklet for 2021-2023 and the formalization of collaborations with Bhashini to build multi modal interface to address the legal queries of the citizens in their own language. DoJ also entered into partnership with IGNOU t The Campaign was launched by Hon’ble Vice-President of India, in the august presence of Hon’ble Minister of State (I/C) for Law and Justice, Hon’ble Attorney General of India along with Vice Chancellor (IGNOU) and Secretary (Justice), at Bhim Auditorium of Dr Ambedkar International Centre.
650+ participants comprising of law students, law teachers, representatives from different Ministries/ Departments, NALSA, paralegals, VLEs and officials from CSC, media etc., attended the event. 70 Lakh + audience was reached through different social media handles (YouTube, X, Face book, Instagram, Print and electronic media). This year long pan India campaign aims to reach the State/ Regional level, and every nook and corner of society.
 
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024National Event – Overview"
https://doj.gov.in/media/,"Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Media"
https://doj.gov.in/gallery/inauguration-of-the-campaign-hamara-samman-hamara-samvidhan-at-international-ambedkar-centre-24th-jan-2024/,"Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/1st-regional-event-overview/,"Last updated: 08-07-2024
The Department of Justice (DoJ) organized first regional event on 09 March 2024 to commemorate India’s 75th year as a Republic at Maharaja Ganga Singh University in Bikaner, Rajasthan. The event was in continuation of the national year-long campaign launched by the Vice President on January 24, 2024, in New Delhi.
The event featured the official release of innovations to spearhead legal services at the grassroots, such as the “Nyaya Sahayak” program for 500 Aspirational blocks of India. The event also showcased a special women edition of Voices of Beneficiaries and a State Booklet of Rajasthan, which reflected the growth and coverage of the Tele-Law program. The event also featured dignitaries addressing the importance of human dignity and the need for technological advancement in India.
The event also featured addresses by dignitaries, including Hon’ble MoS (I/C) for Law and Justice and Guest of Honour, followed by a keynote address by Hon’ble Chief Justice of India, Chief guest.
The Hon’ble MoS for Law and Justice (I/C) highlighted the importance of human dignity in the Constitution of India and the need for technological advancement in India. He emphasized the initiatives of the Supreme Court of India, such as video conferencing, translation of Supreme Court judgments in Hindi languages, and improving district judiciary infrastructure. Contributions of Common Service Centers and the role of 8 grass root functionaries were highlighted in taking forward the Hamara Samvidhan campaign to the citizens. He also appreciated 75 advocates from the Bikaner Bar Association for their legal services.
The Hon’ble CJI addressed the audience to break the bondages of mental subjugation and champion the inherent dignity of individuals. He also emphasized the role of technology in bringing social change for women without compromising their family responsibilities. Highlighting the importance of the Hamara Samvidhan Hamara Samman campaign, the Hon’ble CJI urged citizens to form “Samvidhan Katta” to foster constitutional discussions and uphold liberty, equality, and justice. He called for a human chain of support, encouraging citizens to spread the message to 10 new individuals, who would take it forward to another 10 more citizens. for legal awareness and empowerment.
The event was attended by 900 participants, including representatives from various sectors, including the Bar Association, judicial officers, advocates, and field-level Tele-Law program officials.
 
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 20241st Regional Event – Overview"
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2024/07/202407081883513885-scaled.jpg,
https://doj.gov.in/gallery/hamara-samman-hamara-samvidhan-event-at-maharaja-ganga-singh-university-bikaner-9th-march-2024/,"Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024“Hamara Samvidhan – Hamara Samman” event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Hamara Samman, Hamara Samvidhan event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
